Product's ID,Full product's name,Producer's official name,Current price,Product type
P00002173,Shampoo,St. Ives,11.87,Lipstick
P00002174,Nail Polish,Tresemmé,19.43,Eyeliner
P00002175,Shampoo,Aveda,12.75,Lipstick
P00002176,Setting Spray,Elizabeth Arden,10.81,Sunscreen
P00002177,Hair Dye,Garnier,20.0,Shampoo
P00002178,Hair Dye,Origins,17.59,Mascara
P00002179,Perfume,St. Ives,11.26,Face Serum
P00002180,Hair Serum,Neutrogena,14.37,Lipstick
P00002181,Face Mask,Nivea,16.45,Sunscreen
P00002182,Toner,Olay,16.4,Body Lotion
P00002183,Perfume,Origins,12.56,Face Serum
P00002184,Body Scrub,Burt's Bees,17.35,Conditioner
P00002185,Conditioner,Burt's Bees,12.57,Lipstick
P00002186,Shampoo,Clinique,18.59,Moisturizer
P00002187,Bronzer,Burt's Bees,12.09,Foundation
P00002188,Cuticle Oil,Dove,17.94,Sunscreen
P00002189,Face Wash,Origins,11.45,Foundation
P00002190,Hair Mask,Urban Decay,17.77,Moisturizer
P00002191,Foundation,Cetaphil,12.44,Eyeliner
P00002192,Body Scrub,Rimmel,12.22,Eyeliner
P00002193,Massage Oil,Pantene,15.91,Sunscreen
P00002194,Body Scrub,CoverGirl,13.13,Eyeliner
P00002195,Hair Mask,Burt's Bees,13.96,Mascara
P00002196,Moisturizer,Kiehl's,15.44,Conditioner
P00002197,Conditioner,Dove,15.72,Foundation
P00002198,Moisturizer,Tresemmé,13.4,Sunscreen
P00002199,Blush,Neutrogena,11.51,Lipstick
P00002200,Lipstick,The Body Shop,13.32,Eyeliner
P00002201,Under Eye Cream,Neutrogena,19.43,Sunscreen
P00002202,Blush,Revlon,15.03,Mascara
P00002203,Hair Spray,Avon,19.8,Conditioner
P00002204,Anti-Aging Cream,Aveda,11.65,Shampoo
P00002205,Blush,Elizabeth Arden,10.39,Foundation
P00002206,Makeup Remover,St. Ives,17.43,Mascara
P00002207,Body Lotion,Avon,12.89,Sunscreen
P00002208,Lipstick,Aveda,11.84,Moisturizer
P00002209,Concealer,Urban Decay,13.37,Moisturizer
P00002210,Face Mask,Nivea,16.26,Conditioner
P00002211,Exfoliating Scrub,Urban Decay,14.6,Conditioner
P00002212,Shaving Cream,Neutrogena,15.69,Sunscreen
P00002213,Cuticle Oil,The Body Shop,15.6,Sunscreen
P00002214,Lipstick,Lancome,14.52,Body Lotion
P00002215,Hair Serum,NYX,12.65,Shampoo
P00002216,Sunscreen,CoverGirl,11.77,Eyeliner
P00002217,Eyeliner,Lancome,14.53,Foundation
P00002218,Shaving Cream,Urban Decay,19.72,Conditioner
P00002219,Beard Oil,Kiehl's,15.75,Conditioner
P00002220,Concealer,Rimmel,15.33,Mascara
P00002221,Cuticle Oil,Revlon,16.74,Conditioner
P00002222,Eyeliner,Urban Decay,17.1,Face Serum
P00002223,Deodorant,Estée Lauder,11.2,Conditioner
P00002224,Beard Oil,NYX,12.9,Moisturizer
P00002225,Hair Mousse,Lancome,10.83,Face Serum
P00002226,Body Scrub,Neutrogena,15.37,Face Serum
P00002227,Blush,Cetaphil,14.78,Eyeliner
P00002228,Cuticle Oil,Urban Decay,17.08,Moisturizer
P00002229,Mascara,Maybelline,11.1,Mascara
P00002230,Toner,CoverGirl,14.21,Shampoo
P00002231,Shampoo,Biore,13.57,Sunscreen
P00002232,Setting Spray,MAC Cosmetics,11.53,Lipstick
P00002233,Beard Oil,Cetaphil,11.62,Eyeliner
P00002234,Hair Mousse,Neutrogena,12.69,Conditioner
P00002235,Anti-Aging Cream,Biore,16.34,Moisturizer
P00002236,Foundation,Elizabeth Arden,10.21,Body Lotion
P00002237,Sunscreen,Clinique,11.74,Shampoo
P00002238,Deodorant,Olay,11.33,Shampoo
P00002239,Body Scrub,Biore,18.5,Body Lotion
P00002240,Conditioner,MAC Cosmetics,13.62,Sunscreen
P00002241,Foundation,Rimmel,16.83,Mascara
P00002242,Perfume,Maybelline,12.68,Lipstick
P00002243,Shaving Cream,MAC Cosmetics,19.22,Moisturizer
P00002244,Sunscreen,Rimmel,19.38,Shampoo
P00002245,Exfoliating Scrub,NYX,18.25,Shampoo
P00002246,Makeup Remover,Maybelline,15.71,Moisturizer
P00002247,Lip Balm,CoverGirl,10.58,Mascara
P00002248,Face Mask,Olay,13.64,Shampoo
P00002249,Eyeliner,Estée Lauder,13.72,Sunscreen
P00002250,Lipstick,Elizabeth Arden,12.79,Shampoo
P00002251,Massage Oil,Origins,16.03,Foundation
P00002252,Lipstick,Elizabeth Arden,10.04,Body Lotion
P00002253,Lipstick,Elizabeth Arden,18.36,Body Lotion
P00002254,Blush,Cetaphil,19.12,Face Serum
P00002255,Toner,NYX,12.76,Foundation
P00002256,Conditioner,Elizabeth Arden,19.5,Body Lotion
P00002257,Hydrating Mist,Clinique,18.1,Mascara
P00002258,Clay Mask,Avon,17.47,Shampoo
P00002259,Hair Gel,Rimmel,12.48,Face Serum
P00002260,Highlighter,Urban Decay,12.67,Foundation
P00002261,Face Mask,Origins,12.68,Face Serum
P00002262,Massage Oil,Urban Decay,16.52,Eyeliner
P00002263,Body Scrub,Neutrogena,11.91,Shampoo
P00002264,Face Mask,Dove,12.9,Shampoo
P00002265,Eye Shadow,Tresemmé,16.22,Face Serum
P00002266,Massage Oil,Burt's Bees,16.18,Moisturizer
P00002267,Body Lotion,Origins,12.24,Lipstick
P00002268,Mascara,Kiehl's,17.79,Moisturizer
P00002269,Cuticle Oil,Pantene,17.09,Sunscreen
P00002270,Concealer,Maybelline,12.44,Eyeliner
P00002271,Makeup Remover,Maybelline,17.32,Mascara
P00002272,Moisturizer,Dove,13.56,Sunscreen
P00002273,Toner,Aveda,18.04,Sunscreen
P00002274,Under Eye Cream,Biore,19.56,Body Lotion
P00002275,Body Lotion,Lancome,15.67,Eyeliner
P00002276,Hair Serum,St. Ives,18.04,Moisturizer
P00002277,Makeup Remover,Revlon,10.79,Shampoo
P00002278,Hair Spray,Burt's Bees,14.59,Mascara
P00002279,Sunscreen,Maybelline,17.32,Lipstick
P00002280,Lip Balm,Burt's Bees,13.79,Sunscreen
P00002281,Moisturizer,Origins,15.27,Moisturizer
P00002282,Moisturizer,Rimmel,17.25,Lipstick
P00002283,Conditioner,The Body Shop,19.52,Mascara
P00002284,Shampoo,Neutrogena,14.42,Face Serum
P00002285,Perfume,The Body Shop,16.52,Shampoo
P00002286,Foundation,Tresemmé,17.99,Moisturizer
P00002287,Eye Shadow,Sephora,14.9,Conditioner
P00002288,Bronzer,Pantene,16.27,Foundation
P00002289,Lipstick,Cetaphil,17.51,Sunscreen
P00002290,Hair Mask,Cetaphil,18.28,Eyeliner
P00002291,Blush,Cetaphil,18.82,Mascara
P00002292,Shaving Cream,St. Ives,16.79,Lipstick
P00002293,Mascara,L'Oreal,17.9,Body Lotion
P00002294,Perfume,Tresemmé,11.46,Face Serum
P00002295,Massage Oil,Biore,10.77,Lipstick
P00002296,Eye Shadow,Olay,18.89,Conditioner
P00002297,Anti-Aging Cream,Urban Decay,19.63,Sunscreen
P00002298,Concealer,CoverGirl,19.78,Eyeliner
P00002299,Foot Scrub,Kiehl's,19.55,Foundation
P00002300,Toner,CoverGirl,12.8,Mascara
P00002301,Hair Mask,Maybelline,11.24,Face Serum
P00002302,Bronzer,Chanel,13.65,Conditioner
P00002303,Massage Oil,Olay,12.63,Mascara
P00002304,Face Mask,Biore,15.37,Face Serum
P00002305,Beard Oil,Maybelline,18.28,Eyeliner
P00002306,Beard Oil,Revlon,11.46,Shampoo
P00002307,Sunscreen,Aveda,12.36,Sunscreen
P00002308,Conditioner,Olay,11.98,Mascara
P00002309,Hydrating Mist,Dove,12.26,Lipstick
P00002310,Conditioner,Neutrogena,11.51,Conditioner
P00002311,Moisturizer,Biore,13.82,Eyeliner
P00002312,Bronzer,Avon,17.86,Eyeliner
P00002313,Perfume,Elizabeth Arden,10.35,Face Serum
P00002314,Concealer,Pantene,19.96,Foundation
P00002315,Moisturizer,Clinique,19.92,Lipstick
P00002316,Moisturizer,Revlon,16.7,Shampoo
P00002317,Shampoo,The Body Shop,11.91,Face Serum
P00002318,Foundation,Kiehl's,19.3,Face Serum
P00002319,Clay Mask,Neutrogena,13.25,Face Serum
P00002320,Hydrating Mist,Burt's Bees,11.19,Eyeliner
P00002321,Eyeliner,Neutrogena,18.35,Sunscreen
P00002322,Highlighter,Tresemmé,17.97,Mascara
P00002323,Concealer,Dove,13.38,Conditioner
P00002324,Massage Oil,MAC Cosmetics,12.67,Body Lotion
P00002325,Lip Balm,Maybelline,13.04,Shampoo
P00002326,Hair Mask,Clinique,11.73,Face Serum
P00002327,Highlighter,Garnier,19.6,Eyeliner
P00002328,Body Lotion,Tresemmé,13.86,Foundation
P00002329,Hair Spray,Maybelline,11.14,Conditioner
P00002330,Bronzer,Garnier,15.94,Moisturizer
P00002331,Hydrating Mist,Pantene,15.16,Mascara
P00002332,Lip Balm,Aveda,19.67,Conditioner
P00002333,Body Lotion,CoverGirl,17.46,Shampoo
P00002334,Hydrating Mist,NYX,10.46,Mascara
P00002335,Under Eye Cream,Maybelline,15.22,Eyeliner
P00002336,Anti-Aging Cream,Estée Lauder,13.17,Lipstick
P00002337,Face Wash,Garnier,16.91,Moisturizer
P00002338,Body Lotion,L'Oreal,11.61,Foundation
P00002339,Hair Spray,Cetaphil,16.12,Face Serum
P00002340,Hair Gel,Aveda,19.89,Lipstick
P00002341,Hair Mousse,Avon,14.19,Foundation
P00002342,Hair Mask,Aveda,12.87,Lipstick
P00002343,Foot Scrub,Elizabeth Arden,11.63,Foundation
P00002344,Moisturizer,Urban Decay,17.09,Sunscreen
P00002345,Face Wash,Chanel,14.81,Lipstick
P00002346,Shaving Cream,Avon,16.09,Eyeliner
P00002347,Hair Mousse,Pantene,18.51,Sunscreen
P00002348,Deodorant,MAC Cosmetics,18.0,Sunscreen
P00002349,Bronzer,Biore,19.7,Body Lotion
P00002350,Body Lotion,Dove,13.17,Shampoo
P00002351,Hair Dye,Clinique,19.66,Mascara
P00002352,Lip Balm,Chanel,16.85,Foundation
P00002353,Nail Polish,Tresemmé,18.2,Body Lotion
P00002354,Foot Scrub,The Body Shop,11.59,Body Lotion
P00002355,Lipstick,Aveda,18.85,Mascara
P00002356,Nail Polish,Biore,18.28,Body Lotion
P00002357,Hair Gel,Urban Decay,12.75,Moisturizer
P00002358,Exfoliating Scrub,Elizabeth Arden,18.63,Mascara
P00002359,Hair Serum,Dove,18.79,Face Serum
P00002360,Shaving Cream,Nivea,13.74,Moisturizer
P00002361,Cuticle Oil,Chanel,11.6,Body Lotion
P00002362,Lip Balm,Neutrogena,14.45,Body Lotion
P00002363,Hair Spray,Rimmel,19.58,Eyeliner
P00002364,Shaving Cream,Dove,10.14,Conditioner
P00002365,Shaving Cream,Garnier,10.99,Face Serum
P00002366,Face Mask,Sephora,15.16,Conditioner
P00002367,Conditioner,Estée Lauder,13.09,Eyeliner
P00002368,Eyeliner,Urban Decay,15.8,Face Serum
P00002369,Nail Polish,Urban Decay,14.91,Eyeliner
P00002370,Exfoliating Scrub,St. Ives,13.7,Eyeliner
P00002371,Anti-Aging Cream,Maybelline,17.96,Moisturizer
P00002372,Shaving Cream,Cetaphil,10.06,Eyeliner
P00002373,Mascara,Urban Decay,13.2,Foundation
P00002374,Under Eye Cream,Kiehl's,14.72,Eyeliner
P00002375,Beard Oil,The Body Shop,15.28,Eyeliner
P00002376,Hair Mousse,Revlon,18.49,Eyeliner
P00002377,Moisturizer,Burt's Bees,13.07,Shampoo
P00002378,Shaving Cream,Origins,14.27,Eyeliner
P00002379,Foot Scrub,Kiehl's,18.84,Sunscreen
P00002380,Beard Oil,Avon,17.68,Foundation
P00002381,Hair Serum,Clinique,12.32,Conditioner
P00002382,Nail Polish,Sephora,12.79,Face Serum
P00002383,Shampoo,Origins,10.04,Mascara
P00002384,Anti-Aging Cream,Lancome,17.87,Foundation
P00002385,Moisturizer,Chanel,15.89,Moisturizer
P00002386,Shaving Cream,Biore,10.1,Sunscreen
P00002387,Cuticle Oil,MAC Cosmetics,10.82,Sunscreen
P00002388,Moisturizer,Dove,11.82,Mascara
P00002389,Moisturizer,Cetaphil,10.09,Conditioner
P00002390,Bronzer,Revlon,13.02,Mascara
P00002391,Face Wash,Revlon,15.97,Foundation
P00002392,Lip Balm,Avon,13.31,Face Serum
P00002393,Concealer,Kiehl's,11.91,Body Lotion
P00002394,Makeup Remover,Avon,10.94,Shampoo
P00002395,Face Mask,Tresemmé,13.97,Lipstick
P00002396,Hair Gel,The Body Shop,16.96,Sunscreen
P00002397,Hair Serum,Biore,19.06,Foundation
P00002398,Toner,Nivea,15.56,Face Serum
P00002399,Lipstick,Lancome,11.48,Lipstick
P00002400,Hair Dye,Neutrogena,19.55,Eyeliner
P00002401,Face Wash,CoverGirl,10.45,Lipstick
P00002402,Hair Spray,Elizabeth Arden,15.04,Conditioner
P00002403,Massage Oil,Cetaphil,10.03,Foundation
P00002404,Deodorant,Clinique,12.69,Shampoo
P00002405,Anti-Aging Cream,Chanel,14.15,Face Serum
P00002406,Hair Mask,Estée Lauder,18.02,Moisturizer
P00002407,Toner,Burt's Bees,18.8,Shampoo
P00002408,Bronzer,Rimmel,16.86,Mascara
P00002409,Eyeliner,Garnier,15.27,Face Serum
P00002410,Anti-Aging Cream,Urban Decay,11.74,Face Serum
P00002411,Eyeliner,Pantene,19.83,Conditioner
P00002412,Toner,St. Ives,13.05,Conditioner
P00002413,Face Mask,St. Ives,19.14,Face Serum
P00002414,Hair Mask,Rimmel,19.14,Shampoo
P00002415,Foot Scrub,Sephora,14.79,Eyeliner
P00002416,Body Lotion,NYX,11.46,Sunscreen
P00002417,Clay Mask,Cetaphil,11.0,Sunscreen
P00002418,Anti-Aging Cream,St. Ives,11.34,Mascara
P00002419,Hair Mask,Pantene,13.49,Lipstick
P00002420,Perfume,Aveda,15.19,Mascara
P00002421,Hair Mask,CoverGirl,10.05,Foundation
P00002422,Face Wash,Estée Lauder,13.78,Shampoo
P00002423,Hair Mask,Maybelline,14.0,Eyeliner
P00002424,Conditioner,Kiehl's,16.24,Moisturizer
P00002425,Anti-Aging Cream,Clinique,14.9,Conditioner
P00002426,Hair Serum,Neutrogena,11.82,Conditioner
P00002427,Sunscreen,L'Oreal,13.15,Face Serum
P00002428,Clay Mask,Clinique,17.32,Conditioner
P00002429,Clay Mask,Rimmel,10.13,Eyeliner
P00002430,Blush,The Body Shop,16.07,Foundation
P00002431,Under Eye Cream,L'Oreal,10.06,Moisturizer
P00002432,Makeup Remover,Garnier,10.75,Conditioner
P00002433,Lip Balm,Urban Decay,10.73,Body Lotion
P00002434,Makeup Remover,Sephora,11.41,Sunscreen
P00002435,Body Scrub,Burt's Bees,14.12,Moisturizer
P00002436,Lip Balm,Dove,12.8,Moisturizer
P00002437,Sunscreen,Cetaphil,16.57,Foundation
P00002438,Mascara,Neutrogena,16.78,Body Lotion
P00002439,Mascara,Burt's Bees,19.35,Body Lotion
P00002440,Shaving Cream,Elizabeth Arden,15.72,Foundation
P00002441,Concealer,Lancome,10.69,Eyeliner
P00002442,Conditioner,Maybelline,14.95,Lipstick
P00002443,Hair Mask,Avon,10.47,Shampoo
P00002444,Cuticle Oil,Estée Lauder,17.27,Conditioner
P00002445,Bronzer,Cetaphil,18.09,Face Serum
P00002446,Hair Mask,Lancome,18.41,Conditioner
P00002447,Clay Mask,NYX,11.91,Body Lotion
P00002448,Setting Spray,Elizabeth Arden,18.83,Sunscreen
P00002449,Toner,Rimmel,14.58,Body Lotion
P00002450,Lipstick,Olay,15.98,Moisturizer
P00002451,Perfume,Maybelline,14.12,Lipstick
P00002452,Massage Oil,Pantene,12.7,Shampoo
P00002453,Face Wash,Urban Decay,14.69,Body Lotion
P00002454,Body Scrub,Lancome,16.69,Face Serum
P00002455,Blush,Cetaphil,19.24,Face Serum
P00002456,Perfume,Origins,17.37,Sunscreen
P00002457,Nail Polish,Urban Decay,13.97,Face Serum
P00002458,Clay Mask,St. Ives,17.37,Moisturizer
P00002459,Massage Oil,The Body Shop,18.92,Lipstick
P00002460,Bronzer,Lancome,19.58,Shampoo
P00002461,Anti-Aging Cream,CoverGirl,15.56,Sunscreen
P00002462,Cuticle Oil,Aveda,12.75,Face Serum
P00002463,Hydrating Mist,Urban Decay,18.48,Shampoo
P00002464,Hair Mask,Burt's Bees,10.72,Conditioner
P00002465,Sunscreen,Nivea,17.72,Body Lotion
P00002466,Clay Mask,Neutrogena,15.59,Moisturizer
P00002467,Sunscreen,Pantene,17.7,Moisturizer
P00002468,Highlighter,Clinique,17.71,Foundation
P00002469,Hair Spray,St. Ives,12.64,Face Serum
P00002470,Massage Oil,Dove,19.08,Foundation
P00002471,Hair Serum,Cetaphil,16.78,Shampoo
P00002472,Sunscreen,Sephora,17.97,Face Serum
P00002473,Body Lotion,Elizabeth Arden,16.44,Lipstick
P00002474,Toner,Chanel,14.98,Sunscreen
P00002475,Exfoliating Scrub,Lancome,19.43,Moisturizer
P00002476,Hair Mask,Elizabeth Arden,15.97,Eyeliner
P00002477,Foot Scrub,Origins,11.36,Face Serum
P00002478,Perfume,Cetaphil,14.46,Moisturizer
P00002479,Face Wash,Pantene,19.15,Shampoo
P00002480,Massage Oil,Aveda,19.91,Mascara
P00002481,Hair Mousse,Lancome,12.88,Conditioner
P00002482,Hair Gel,St. Ives,10.1,Foundation
P00002483,Face Wash,Olay,15.72,Body Lotion
P00002484,Face Mask,The Body Shop,19.35,Eyeliner
P00002485,Cuticle Oil,Rimmel,10.32,Mascara
P00002486,Blush,Revlon,19.18,Body Lotion
P00002487,Cuticle Oil,Maybelline,16.19,Moisturizer
P00002488,Hair Mousse,Avon,10.34,Body Lotion
P00002489,Mascara,Origins,11.27,Foundation
P00002490,Highlighter,Clinique,15.3,Conditioner
P00002491,Deodorant,Revlon,18.69,Foundation
P00002492,Eyeliner,Urban Decay,12.55,Eyeliner
P00002493,Face Mask,Sephora,13.95,Mascara
P00002494,Hydrating Mist,Biore,16.13,Moisturizer
P00002495,Lip Balm,CoverGirl,13.25,Sunscreen
P00002496,Cuticle Oil,Avon,15.61,Conditioner
P00002497,Moisturizer,MAC Cosmetics,17.02,Body Lotion
P00002498,Nail Polish,Revlon,10.76,Sunscreen
P00002499,Toner,Revlon,13.36,Body Lotion
P00002500,Makeup Remover,MAC Cosmetics,15.51,Foundation
P00002501,Beard Oil,CoverGirl,13.06,Conditioner
P00002502,Lip Balm,Origins,16.42,Moisturizer
P00002503,Mascara,St. Ives,15.5,Foundation
P00002504,Toner,Cetaphil,13.5,Eyeliner
P00002505,Bronzer,Dove,15.61,Foundation
P00002506,Bronzer,Cetaphil,15.58,Conditioner
P00002507,Hair Mask,Nivea,10.39,Mascara
P00002508,Deodorant,Clinique,13.45,Face Serum
P00002509,Anti-Aging Cream,Biore,19.5,Foundation
P00002510,Makeup Remover,Sephora,18.65,Face Serum
P00002511,Anti-Aging Cream,Biore,18.48,Shampoo
P00002512,Perfume,Estée Lauder,10.92,Body Lotion
P00002513,Massage Oil,Neutrogena,12.96,Conditioner
P00002514,Massage Oil,Olay,13.56,Moisturizer
P00002515,Toner,CoverGirl,14.13,Eyeliner
P00002516,Body Lotion,NYX,13.06,Moisturizer
P00002517,Clay Mask,Estée Lauder,10.34,Face Serum
P00002518,Nail Polish,Urban Decay,13.43,Foundation
P00002519,Lipstick,Chanel,12.63,Conditioner
P00002520,Exfoliating Scrub,Kiehl's,16.24,Body Lotion
P00002521,Face Wash,Rimmel,15.88,Sunscreen
P00002522,Nail Polish,Elizabeth Arden,19.46,Moisturizer
P00002523,Body Lotion,NYX,12.86,Sunscreen
P00002524,Sunscreen,Aveda,18.39,Eyeliner
P00002525,Moisturizer,Sephora,15.7,Shampoo
P00002526,Shaving Cream,MAC Cosmetics,14.53,Face Serum
P00002527,Hair Serum,CoverGirl,11.79,Face Serum
P00002528,Hair Spray,Lancome,14.92,Moisturizer
P00002529,Anti-Aging Cream,Clinique,18.96,Foundation
P00002530,Nail Polish,Clinique,10.22,Mascara
P00002531,Anti-Aging Cream,Neutrogena,14.97,Sunscreen
P00002532,Eyeliner,Garnier,13.33,Lipstick
P00002533,Nail Polish,Avon,17.05,Lipstick
P00002534,Hydrating Mist,Urban Decay,16.93,Moisturizer
P00002535,Nail Polish,Chanel,15.44,Conditioner
P00002536,Moisturizer,St. Ives,16.1,Shampoo
P00002537,Face Wash,Maybelline,11.37,Body Lotion
P00002538,Hair Mousse,Origins,13.6,Face Serum
P00002539,Mascara,Sephora,17.93,Shampoo
P00002540,Body Scrub,Pantene,13.2,Face Serum
P00002541,Moisturizer,Aveda,17.5,Eyeliner
P00002542,Hair Gel,Maybelline,14.48,Body Lotion
P00002543,Body Scrub,Pantene,13.99,Foundation
P00002544,Under Eye Cream,Rimmel,17.82,Sunscreen
P00002545,Concealer,Rimmel,13.68,Shampoo
P00002546,Bronzer,The Body Shop,16.27,Sunscreen
P00002547,Eye Shadow,The Body Shop,16.04,Mascara
P00002548,Blush,Cetaphil,13.18,Body Lotion
P00002549,Body Lotion,NYX,15.26,Eyeliner
P00002550,Shampoo,Neutrogena,19.07,Moisturizer
P00002551,Foot Scrub,Rimmel,19.62,Sunscreen
P00002552,Beard Oil,Lancome,15.33,Mascara
P00002553,Foot Scrub,Estée Lauder,15.39,Conditioner
P00002554,Shampoo,L'Oreal,11.15,Moisturizer
P00002555,Sunscreen,Neutrogena,10.79,Moisturizer
P00002556,Under Eye Cream,Biore,13.99,Body Lotion
P00002557,Perfume,NYX,19.68,Body Lotion
P00002558,Shampoo,Aveda,10.61,Body Lotion
P00002559,Foundation,St. Ives,14.8,Mascara
P00002560,Clay Mask,Rimmel,13.13,Eyeliner
P00002561,Foot Scrub,Avon,12.73,Face Serum
P00002562,Lip Balm,St. Ives,10.81,Mascara
P00002563,Clay Mask,Avon,12.22,Eyeliner
P00002564,Foot Scrub,Garnier,18.19,Moisturizer
P00002565,Cuticle Oil,Origins,11.55,Body Lotion
P00002566,Highlighter,Estée Lauder,11.95,Eyeliner
P00002567,Lip Balm,Lancome,16.04,Eyeliner
P00002568,Deodorant,Neutrogena,19.41,Sunscreen
P00002569,Foundation,The Body Shop,18.61,Face Serum
P00002570,Deodorant,Avon,13.98,Face Serum
P00002571,Highlighter,Lancome,11.43,Face Serum
P00002572,Lip Balm,Kiehl's,10.44,Foundation
P00002573,Under Eye Cream,The Body Shop,17.32,Shampoo
P00002574,Clay Mask,L'Oreal,15.96,Mascara
P00002575,Hair Mousse,L'Oreal,14.98,Lipstick
P00002576,Cuticle Oil,St. Ives,19.24,Foundation
P00002577,Eyeliner,Kiehl's,11.7,Eyeliner
P00002578,Bronzer,Estée Lauder,15.66,Mascara
P00002579,Blush,Cetaphil,10.85,Eyeliner
P00002580,Shaving Cream,CoverGirl,16.09,Conditioner
P00002581,Moisturizer,Avon,18.03,Eyeliner
P00002582,Hair Gel,Aveda,18.13,Sunscreen
P00002583,Hair Mask,NYX,11.44,Mascara
P00002584,Lipstick,Lancome,10.39,Eyeliner
P00002585,Lipstick,CoverGirl,18.59,Body Lotion
P00002586,Blush,Estée Lauder,17.41,Body Lotion
P00002587,Foundation,Dove,10.69,Sunscreen
P00002588,Face Wash,Pantene,18.92,Eyeliner
P00002589,Massage Oil,Avon,11.61,Moisturizer
P00002590,Exfoliating Scrub,MAC Cosmetics,16.73,Conditioner
P00002591,Nail Polish,Burt's Bees,17.22,Mascara
P00002592,Blush,NYX,16.42,Conditioner
P00002593,Lipstick,Kiehl's,15.85,Moisturizer
P00002594,Body Scrub,Dove,19.46,Foundation
P00002595,Highlighter,Nivea,16.82,Foundation
P00002596,Deodorant,Dove,17.84,Eyeliner
P00002597,Face Wash,Tresemmé,16.41,Eyeliner
P00002598,Anti-Aging Cream,Kiehl's,14.1,Lipstick
P00002599,Conditioner,Urban Decay,15.11,Shampoo
P00002600,Hair Dye,Avon,13.65,Foundation
P00002601,Body Scrub,MAC Cosmetics,16.12,Moisturizer
P00002602,Foundation,Avon,18.94,Mascara
P00002603,Setting Spray,Chanel,12.21,Moisturizer
P00002604,Eyeliner,Lancome,15.75,Body Lotion
P00002605,Perfume,Elizabeth Arden,16.57,Lipstick
P00002606,Shaving Cream,Aveda,19.29,Foundation
P00002607,Lipstick,Avon,19.44,Foundation
P00002608,Conditioner,Garnier,14.72,Body Lotion
P00002609,Anti-Aging Cream,NYX,17.24,Sunscreen
P00002610,Makeup Remover,Estée Lauder,19.27,Body Lotion
P00002611,Mascara,Lancome,17.19,Moisturizer
P00002612,Exfoliating Scrub,Garnier,10.86,Moisturizer
P00002613,Lip Balm,Nivea,12.25,Sunscreen
P00002614,Body Lotion,Clinique,14.47,Conditioner
P00002615,Hydrating Mist,Origins,11.1,Shampoo
P00002616,Foundation,Sephora,14.76,Sunscreen
P00002617,Massage Oil,Olay,19.91,Conditioner
P00002618,Sunscreen,MAC Cosmetics,18.18,Sunscreen
P00002619,Sunscreen,Sephora,19.91,Body Lotion
P00002620,Bronzer,L'Oreal,18.66,Lipstick
P00002621,Eye Shadow,Avon,15.42,Shampoo
P00002622,Makeup Remover,Dove,13.66,Sunscreen
P00002623,Massage Oil,Burt's Bees,17.56,Mascara
P00002624,Hair Mousse,Chanel,12.35,Lipstick
P00002625,Exfoliating Scrub,St. Ives,10.56,Conditioner
P00002626,Clay Mask,L'Oreal,14.94,Face Serum
P00002627,Cuticle Oil,Pantene,18.36,Face Serum
P00002628,Sunscreen,Biore,17.69,Shampoo
P00002629,Highlighter,Garnier,12.55,Conditioner
P00002630,Makeup Remover,Estée Lauder,19.01,Sunscreen
P00002631,Concealer,Estée Lauder,19.38,Moisturizer
P00002632,Hair Dye,Burt's Bees,13.16,Eyeliner
P00002633,Setting Spray,Burt's Bees,10.06,Eyeliner
P00002634,Face Mask,Maybelline,19.35,Body Lotion
P00002635,Nail Polish,Lancome,17.78,Conditioner
P00002636,Makeup Remover,Cetaphil,19.58,Foundation
P00002637,Eyeliner,Avon,17.85,Conditioner
P00002638,Concealer,Lancome,11.69,Mascara
P00002639,Cuticle Oil,St. Ives,12.87,Sunscreen
P00002640,Shampoo,Urban Decay,16.99,Mascara
P00002641,Toner,Aveda,15.48,Eyeliner
P00002642,Hair Mousse,Biore,19.01,Sunscreen
P00002643,Shaving Cream,Aveda,12.47,Lipstick
P00002644,Hair Mask,Garnier,15.79,Sunscreen
P00002645,Perfume,St. Ives,14.64,Conditioner
P00002646,Concealer,Neutrogena,17.81,Face Serum
P00002647,Blush,Pantene,14.37,Face Serum
P00002648,Perfume,CoverGirl,11.95,Conditioner
P00002649,Conditioner,Tresemmé,14.14,Moisturizer
P00002650,Shampoo,Kiehl's,15.27,Face Serum
P00002651,Hydrating Mist,The Body Shop,11.34,Foundation
P00002652,Hair Mask,Maybelline,10.83,Mascara
P00002653,Sunscreen,Cetaphil,10.62,Body Lotion
P00002654,Toner,Avon,14.4,Moisturizer
P00002655,Under Eye Cream,Origins,11.22,Sunscreen
P00002656,Bronzer,Tresemmé,13.6,Lipstick
P00002657,Beard Oil,Biore,16.68,Lipstick
P00002658,Highlighter,St. Ives,17.96,Shampoo
P00002659,Mascara,MAC Cosmetics,15.34,Lipstick
P00002660,Conditioner,Estée Lauder,13.66,Body Lotion
P00002661,Makeup Remover,Kiehl's,14.64,Body Lotion
P00002662,Body Lotion,CoverGirl,19.3,Face Serum
P00002663,Eye Shadow,Cetaphil,14.08,Shampoo
P00002664,Massage Oil,Nivea,12.14,Foundation
P00002665,Bronzer,Biore,14.46,Mascara
P00002666,Clay Mask,Olay,12.22,Lipstick
P00002667,Deodorant,Rimmel,15.92,Body Lotion
P00002668,Massage Oil,The Body Shop,19.92,Shampoo
